scope,contrast,mean_diff_pp,ci95_low_pp,ci95_high_pp,positive_seeds,per_seed_signs
s5_severe_r1,iqzero_vs_A5,-0.5027218849471049,-1.564182905944437,0.3725599577416078,2,"[-1, -1, 1, 1, -1]"
s5_severe_r1,iqzero_vs_sidecar_full,-5.748331133253096,-7.332423337027259,-4.690183040756243,0,"[-1, -1, -1, -1, -1]"
s5_severe_r1,sidecar_full_vs_A5,5.245609248305992,3.485594460768895,7.386516301641449,5,"[1, 1, 1, 1, 1]"
s5_severe_r2,iqzero_vs_A5,-0.5729850883416066,-1.293830742838759,0.14618742053956857,2,"[-1, -1, 1, 1, -1]"
s5_severe_r2,iqzero_vs_sidecar_full,-6.109635315238045,-7.786434071041218,-4.618463989942205,0,"[-1, -1, -1, -1, -1]"
s5_severe_r2,sidecar_full_vs_A5,5.536650226896439,3.5903377060950583,7.936094175491667,5,"[1, 1, 1, 1, 1]"
pooled,iqzero_vs_A5,-0.5378534866443557,-1.3350806624292995,0.25937368914058817,2,"[-1, -1, 1, 1, -1]"
pooled,iqzero_vs_sidecar_full,-5.928983224245571,-7.526311483457649,-4.68523090536776,0,"[-1, -1, -1, -1, -1]"
pooled,sidecar_full_vs_A5,5.391129737601216,3.537966083431977,7.661305238566558,5,"[1, 1, 1, 1, 1]"
