regime,axis,level_db,candidate,reference,reference_short,row_count,macro_f1_difference,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_seed_std,accuracy_difference,accuracy_ci95_low,accuracy_ci95_high,bootstrap_draws,bootstrap_seed,algorithm_seed_count
id_test,snr_db,-10.0,a5_vimd_full,a0_backbone,A0,590,0.0173570528283695,-0.0036631422418919,0.0395364797779802,0.0218642297712201,0.0201694915254237,-0.0015296610169491,0.0434025423728813,1000,20260812,10
id_test,snr_db,-10.0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,590,0.0759356848647642,0.0480126400147681,0.1044292576864736,0.0206773331068735,0.0950847457627118,0.0677881355932203,0.1242499999999999,1000,20260812,10
id_test,snr_db,-10.0,a5_vimd_full,mcldnn_reimplementation,MCLDNN,590,-0.0120161872794224,-0.038526547222118,0.0147609944764542,0.0164027842210556,-0.0096610169491525,-0.0372881355932203,0.0174745762711864,1000,20260812,10
id_test,snr_db,-10.0,a5_vimd_full,iqformer_inspired,IQFormer,590,-0.0379312295845781,-0.0644723037457666,-0.007462302273061,0.0180412363905962,-0.0357627118644067,-0.0628940677966101,-0.0057584745762711,1000,20260812,10
id_test,snr_db,-6.0,a5_vimd_full,a0_backbone,A0,587,0.0528875691547638,0.0306202684040667,0.0756286861211391,0.0169472353695359,0.0512776831345826,0.0294718909710391,0.0737819420783645,1000,20260812,10
id_test,snr_db,-6.0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,587,0.1023884233244596,0.0680108073024202,0.1385730367008027,0.027794102078023,0.1235093696763203,0.0896081771720613,0.1599701873935264,1000,20260812,10
id_test,snr_db,-6.0,a5_vimd_full,mcldnn_reimplementation,MCLDNN,587,-0.0600558370915307,-0.089576771655706,-0.0307466399414319,0.0156817051448871,-0.0739352640545144,-0.1035775127768313,-0.0432623509369676,1000,20260812,10
id_test,snr_db,-6.0,a5_vimd_full,iqformer_inspired,IQFormer,587,-0.0708536069748353,-0.1031429873122131,-0.0395492322791973,0.0203841388681818,-0.0834752981260647,-0.1146507666098807,-0.0502470187393526,1000,20260812,10
id_test,snr_db,-2.0,a5_vimd_full,a0_backbone,A0,643,0.0726061659001265,0.0507317274883697,0.0927449757627485,0.0125192387388427,0.0701399688958009,0.0486625194401244,0.0920684292379471,1000,20260812,10
id_test,snr_db,-2.0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,643,0.1060218862601016,0.0791506916536622,0.1373232458676334,0.0181863462903078,0.1066874027993779,0.0802371695178849,0.1374961119751166,1000,20260812,10
id_test,snr_db,-2.0,a5_vimd_full,mcldnn_reimplementation,MCLDNN,643,-0.0627871481047856,-0.0898791680100577,-0.0334586512798408,0.0202335470378594,-0.0678071539657853,-0.0962713841368584,-0.0374766718506998,1000,20260812,10
id_test,snr_db,-2.0,a5_vimd_full,iqformer_inspired,IQFormer,643,-0.0938598142502664,-0.1231922794254923,-0.066653978747949,0.0182556991885365,-0.0936236391912908,-0.1227138413685847,-0.0660769828926905,1000,20260812,10
id_test,snr_db,2.0,a5_vimd_full,a0_backbone,A0,637,0.0565219120956631,0.0342365723590951,0.0783311761965483,0.0231024980224598,0.0557299843014128,0.0332770800627943,0.0781828885400313,1000,20260812,10
id_test,snr_db,2.0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,637,0.0357410323646422,0.0093408659032477,0.0610720284137774,0.0104848676239473,0.0485086342229199,0.0222880690737833,0.0736302982731554,1000,20260812,10
id_test,snr_db,2.0,a5_vimd_full,mcldnn_reimplementation,MCLDNN,637,-0.1149594612399898,-0.1424668832352953,-0.0883929331409864,0.0213295092229522,-0.1139717425431711,-0.1414442700156986,-0.0880612244897959,1000,20260812,10
id_test,snr_db,2.0,a5_vimd_full,iqformer_inspired,IQFormer,637,-0.1472836555974356,-0.1762312992460993,-0.1168515799443242,0.0261888802412649,-0.1379905808477237,-0.1659340659340659,-0.1092621664050235,1000,20260812,10
id_test,snr_db,6.0,a5_vimd_full,a0_backbone,A0,631,0.0652679116669341,0.0455477300824093,0.0857944163024546,0.0155042086269581,0.0625990491283676,0.0442115689381933,0.0819374009508716,1000,20260812,10
id_test,snr_db,6.0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,631,0.0077612414103016,-0.0193939541479304,0.0368493000609181,0.0132803508712764,0.0125198098256735,-0.0152179080824088,0.0410499207606973,1000,20260812,10
id_test,snr_db,6.0,a5_vimd_full,mcldnn_reimplementation,MCLDNN,631,-0.1027622508697496,-0.1278134116112984,-0.0785197561646875,0.0159538917329842,-0.1099841521394612,-0.1342313787638668,-0.0846236133122028,1000,20260812,10
id_test,snr_db,6.0,a5_vimd_full,iqformer_inspired,IQFormer,631,-0.1674622928046769,-0.1951575651755484,-0.1413169354547407,0.0162551449409413,-0.1576862123613312,-0.1844889064976228,-0.1316917591125198,1000,20260812,10
id_test,snr_db,10.0,a5_vimd_full,a0_backbone,A0,666,0.0399459425745329,0.0202881833260988,0.059726414059718,0.0211695547346612,0.0436936936936936,0.0223723723723723,0.0644144144144144,1000,20260812,10
