split,sealed_model,new_model,sealed_macro_f1,new_macro_f1,evidence_class,macro_f1_difference,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_seed_std,accuracy_difference,accuracy_ci95_low,accuracy_ci95_high,bootstrap_draws,bootstrap_seed,row_count,algorithm_seed_count
clean_retention,a0_backbone,tier2_h2_f2_iq_sidecar,0.47054354953482297,0.6181820524828523,exploratory_tier2_outside_frozen_family,0.14763850294802933,0.1393440179593438,0.15604795559737425,0.008218607904563998,0.13726,0.12834,0.14612,10000,20260812,5000,10
hard_interference,a0_backbone,tier2_h2_f2_iq_sidecar,0.39488594715864755,0.48429852985594274,exploratory_tier2_outside_frozen_family,0.08941258269729516,0.07981068399040118,0.09868792429930867,0.0062827428419312496,0.07573999999999999,0.06538000000000001,0.08564000000000001,10000,20260812,5000,10
hard_interference_sir_minus15,a0_backbone,tier2_h2_f2_iq_sidecar,0.3193638687434611,0.378429714889215,exploratory_tier2_outside_frozen_family,0.0590658461457539,0.04116284354129774,0.07626545633006002,0.012905228132026212,0.04987775061124695,0.031945802770986145,0.06723716381418093,10000,20260812,1227,10
id_test,a0_backbone,tier2_h2_f2_iq_sidecar,0.510207486958193,0.6556243634296882,exploratory_tier2_outside_frozen_family,0.1454168764714952,0.1348105058526429,0.15605133715139338,0.008849945943556497,0.14066,0.1303,0.1510405,10000,20260812,5000,10
unseen_jammer,a0_backbone,tier2_h2_f2_iq_sidecar,0.41951836383338004,0.5372524039956088,exploratory_tier2_outside_frozen_family,0.11773404016222881,0.10658540140700887,0.12876969379550107,0.011977679705282365,0.11494,0.10564,0.12434,10000,20260812,5000,10
unseen_speed,a0_backbone,tier2_h2_f2_iq_sidecar,0.4499446813783754,0.5722177476787953,exploratory_tier2_outside_frozen_family,0.12227306630041997,0.11215705216237502,0.13235958545006737,0.007571680848082307,0.10729999999999999,0.0978,0.11704,10000,20260812,5000,10
heldout_channel,a0_backbone,tier2_h2_f2_iq_sidecar,0.45740061870277626,0.571152194524832,exploratory_tier2_outside_frozen_family,0.11375157582205557,0.10339414020485684,0.12411864655914344,0.008997293072942787,0.10132000000000001,0.09119999999999999,0.11152,10000,20260812,5000,10
combined_ood,a0_backbone,tier2_h2_f2_iq_sidecar,0.41570988145213184,0.5442136544448977,exploratory_tier2_outside_frozen_family,0.1285037729927658,0.1178264813019808,0.13912970019485393,0.01111261048604977,0.12467999999999999,0.11528000000000001,0.13376049999999998,10000,20260812,5000,10
adc_10bit_agc,a0_backbone,tier2_h2_f2_iq_sidecar,0.4052077102825584,0.4922464815581372,exploratory_tier2_outside_frozen_family,0.08703877127557873,0.07739332243115796,0.09646639287480262,0.006346145296438594,0.07483999999999999,0.0651,0.08459999999999998,10000,20260812,5000,10
adc_12bit_agc,a0_backbone,tier2_h2_f2_iq_sidecar,0.4004442778961164,0.49009839625074025,exploratory_tier2_outside_frozen_family,0.08965411835462382,0.08042616522357338,0.09865043676675653,0.005268485608678779,0.07524,0.0654795,0.0846605,10000,20260812,5000,10
per_emitter_sync,a0_backbone,tier2_h2_f2_iq_sidecar,0.39938456356843954,0.4892727833993512,exploratory_tier2_outside_frozen_family,0.08988821983091169,0.08072001278849038,0.09902117477535465,0.005922129490029753,0.07524000000000002,0.0663395,0.08410049999999998,10000,20260812,5000,10
