family,contrast,intervention,difference_pp,marginal_ci_low_pp,marginal_ci_high_pp,simultaneous_ci_low_pp,simultaneous_ci_high_pp,marginal_mde_80power_pp,simultaneous_mde_80power_pp,effect_upper_bound_simultaneous_pp,detected_at_simultaneous_95,statement_class,sealed_gate_passed
hard_macro_f1_confirmatory_family_v2,full_vs_backbone,complete_method_vs_shared_backbone,4.57106276652206,3.73247938220346,5.45408900892135,3.65452588660507,5.4875996464390395,1.2304399773717518,1.3101037543980087,5.4875996464390395,True,detected_effect,True
hard_macro_f1_confirmatory_family_v2,margin_vs_proportional_teacher,margin_teacher_vs_naive_power_ratio_teacher,0.1590989002451,-0.2785458958059,0.5718029504655701,-0.75743797967187,1.07563578016209,0.6077470751363395,1.3101037543980019,1.07563578016209,False,bounded_effect,False
hard_macro_f1_confirmatory_family_v2,tri_vs_dual_route,tri_route_vs_dual_route_full_objective,0.44440788407915005,-0.29268634999833,1.17421610815209,-0.47212899583782,1.36094476399614,1.0483999388723995,1.3101037543980019,1.36094476399614,False,bounded_effect,False
