snr_db,r1_A5,r1_sidecar,r1_IQFormer,r1_MCLDNN,r1_sidecar_minus_A5,r2_A5,r2_sidecar,r2_IQFormer,r2_MCLDNN,r2_sidecar_minus_A5,pooled_A5,pooled_sidecar,pooled_IQFormer,pooled_MCLDNN,pooled_sidecar_minus_A5
-10.0,0.11282532224329285,0.12592960776927917,0.08143556614768696,0.09262262392969531,0.013104285525986317,0.11972482731766176,0.12467055181252033,0.08019942158271695,0.09578276519706719,0.004945724494858569,0.1162750747804773,0.12530007979089974,0.08081749386520196,0.09420269456338125,0.009025005010422443
-6.0,0.17480124512584688,0.19312354274689594,0.12465007767706841,0.19082684437972058,0.01832229762104906,0.1657212776992767,0.19574908418999043,0.12771536465463346,0.18184480395594593,0.030027806490713738,0.1702612614125618,0.1944363134684432,0.12618272116585094,0.18633582416783326,0.024175052055881413
-2.0,0.1840515592271363,0.211190381748474,0.17616446682835898,0.28366092787920255,0.027138822521337674,0.18928469402708453,0.22534141345986874,0.17278556027435643,0.2872751027914418,0.03605671943278421,0.1866681266271104,0.21826589760417137,0.1744750135513577,0.2854680153353222,0.03159777097706096
2.0,0.2177107541309092,0.25754933708181504,0.24614006374687175,0.3525835039171311,0.03983858295090584,0.18911483739979723,0.24310537878399607,0.22422606978411866,0.3353230181663486,0.05399054138419884,0.2034127957653532,0.25032735793290556,0.23518306676549522,0.34395326104173984,0.046914562167552354
6.0,0.24188214415755072,0.2895805310003671,0.28992935705340755,0.41383157519124814,0.04769838684281641,0.22370663483633116,0.2996592668672298,0.2821012274719599,0.4081573938364329,0.07595263203089866,0.23279438949694092,0.2946198989337985,0.28601529226268374,0.4109944845138405,0.06182550943685755
10.0,0.23732129198055266,0.2972680433317788,0.30867163061916975,0.4354372673736398,0.05994675135122615,0.2276984922460139,0.27929464389873454,0.27678693552411293,0.3984159853795605,0.051596151652720634,0.23250989211328327,0.2882813436152567,0.29272928307164137,0.41692662637660016,0.055771451501973435
14.0,0.24502205348680323,0.3145304135380546,0.3076032308569127,0.4263059156991268,0.06950836005125138,0.2544719200743135,0.30622470457809803,0.31150955524927476,0.4372841665157969,0.05175278450378451,0.24974698678055837,0.3103775590580763,0.30955639305309374,0.4317950411074618,0.06063057227751792
18.0,0.26516835373628994,0.31893864875297473,0.31303241220535594,0.42439989483042345,0.05377029501668479,0.2442207137691383,0.2929362552920124,0.2912011350031258,0.4360971977743396,0.048715541522874106,0.2546945337527141,0.30593745202249356,0.30211677360424083,0.4302485463023815,0.05124291826977945
