split,sir_db,snr_db_mean,occupancy_mean,row_count,gain_vs_IQFormer,gain_vs_MCLDNN,gain_vs_CSSL,gain_vs_A0
hard_interference,-5.0,4.277108669281006,0.138310506939888,332,-0.10603561831833005,-0.10286885045629138,-0.052363493339501035,0.03505477696294221
hard_interference,-5.0,3.0810811519622803,0.39764082431793213,296,-0.05902680096517136,-0.044734960097571205,0.07580535571223511,0.05866069669311731
hard_interference,-5.0,3.8967742919921875,0.8201634287834167,310,-0.009096584358775788,0.07889980204697251,0.2127952383057497,0.023171596917139447
hard_interference,0.0,3.820359230041504,1.1225827165617375e-06,334,-0.1630780245209396,-0.131193600554035,-0.061407913107698074,0.04200083669477507
hard_interference,0.0,3.3291139602661133,0.12973114848136902,316,-0.15801629581625837,-0.13253169781177007,-0.05513895877415871,0.03867112760501932
hard_interference,0.0,4.682215690612793,0.4048621654510498,343,-0.13296764615679796,-0.09164887633846139,0.032167391813000754,0.04173804397353116
hard_interference,0.0,3.075862169265747,0.8389550447463989,290,-0.035191455628933485,0.00513279184791281,0.18793037804325605,0.043560945665179276
unseen_jammer,-10.0,3.8016529083251953,0.008727889508008957,242,-0.19914949407304972,-0.1678195383219792,-0.06630903987901667,0.07181914082823074
unseen_jammer,-10.0,4.27419376373291,0.09595577418804169,248,-0.07765837848512254,-0.11266642881942757,-0.032014309263924824,0.028522710044937838
unseen_jammer,-10.0,4.05042028427124,0.1528322845697403,238,-0.07633330814099241,-0.07671966746631254,-0.04137559590535572,0.004158863555512251
unseen_jammer,-10.0,4.180392265319824,0.6950716972351074,255,-0.15531903105337477,-0.19736459140812898,-0.04609466690676711,0.05051079150060549
unseen_jammer,-5.0,3.17391300201416,0.007778784725815058,276,-0.1912848332969966,-0.17084291720972583,-0.08221369607033581,0.032083607509528864
unseen_jammer,-5.0,4.554621696472168,0.0985495075583458,238,-0.13544663347295413,-0.16405978037211083,-0.058882111718537765,0.020518200252191542
unseen_jammer,-5.0,4.3307085037231445,0.15286292135715485,254,-0.13669996347478092,-0.20010382301692217,-0.062458637761374745,0.0061747161938565135
unseen_jammer,-5.0,3.911646604537964,0.7157866358757019,249,-0.16902403964332535,-0.14811672900122377,0.01242341644481314,0.050495775444424504
unseen_jammer,0.0,4.0,0.009017416276037693,254,-0.2143862864879747,-0.16613338509301223,-0.09769890163114378,0.010554653978781674
unseen_jammer,0.0,5.527426242828369,0.09653346985578537,237,-0.13441016311680276,-0.14532884389004735,-0.03605375928499584,0.0424674511819419
unseen_jammer,0.0,4.127999782562256,0.15261727571487427,250,-0.17253732684857498,-0.16784125718821744,-0.04526409812463582,0.003200877823244802
unseen_jammer,0.0,3.819672107696533,0.7043173313140869,244,-0.16584678798992458,-0.14403196223600315,-0.03922574000767191,0.017014100710829993
unseen_jammer,5.0,4.562770366668701,0.007420635782182217,231,-0.13927348946640244,-0.11077284069663343,-0.04113709087182943,0.02768778664151933
unseen_jammer,5.0,3.7364342212677,0.094664566218853,258,-0.16748079102968952,-0.11466097764964607,-0.035075013979222434,0.041759621090559515
unseen_jammer,5.0,4.007843017578125,0.15213464200496674,255,-0.16970676103187934,-0.1296854873245179,-0.08812035375600133,0.03808779728130104
unseen_jammer,5.0,3.8515284061431885,0.6751642227172852,229,-0.12226296587617495,-0.08182930677418075,-0.02727823980890192,0.05313905201794289
unseen_jammer,10.0,4.056680202484131,0.007697196211665869,247,-0.18822074870551067,-0.13812813367787075,-0.07536918610000462,0.03045274910841751
