model,model_short,regime,coverage,accuracy_mean,accuracy_std
a0_backbone,A0,hard_interference,0.52,0.6532307692307693,0.013338509843266656
a0_backbone,A0,hard_interference,0.54,0.6385555555555555,0.012696797124349414
a0_backbone,A0,hard_interference,0.56,0.6239642857142856,0.012535041586436636
a0_backbone,A0,hard_interference,0.5800000000000001,0.6097931034482758,0.012740693628862473
a0_backbone,A0,hard_interference,0.6,0.5975666666666667,0.012254553197651627
a0_backbone,A0,hard_interference,0.62,0.5858709677419355,0.01259653440127159
a0_backbone,A0,hard_interference,0.64,0.57490625,0.012032985985868645
a0_backbone,A0,hard_interference,0.66,0.5638181818181818,0.011746914531923029
a0_backbone,A0,hard_interference,0.68,0.5530588235294117,0.01188597628053683
a0_backbone,A0,hard_interference,0.7000000000000001,0.5424571428571426,0.011436663801632215
a0_backbone,A0,hard_interference,0.7200000000000001,0.5331944444444444,0.012288156888876849
a0_backbone,A0,hard_interference,0.74,0.5242702702702703,0.011982862529454527
a0_backbone,A0,hard_interference,0.76,0.5162105263157895,0.011066685578864466
a0_backbone,A0,hard_interference,0.78,0.5074102564102564,0.01062613518964423
a0_backbone,A0,hard_interference,0.8,0.4988250000000001,0.010540958474235418
a0_backbone,A0,hard_interference,0.8200000000000001,0.4909024390243902,0.01048184742879438
a0_backbone,A0,hard_interference,0.8400000000000001,0.4833333333333332,0.01004713005655812
a0_backbone,A0,hard_interference,0.86,0.47583720930232565,0.009372763038610654
a0_backbone,A0,hard_interference,0.88,0.4686590909090909,0.009076661815631073
a0_backbone,A0,hard_interference,0.9,0.4617555555555556,0.009067616750027393
a0_backbone,A0,hard_interference,0.92,0.45443478260869563,0.008939339082886135
a0_backbone,A0,hard_interference,0.9400000000000001,0.4478510638297871,0.008836236216245697
a0_backbone,A0,hard_interference,0.9600000000000001,0.44125,0.008621745225923853
a0_backbone,A0,hard_interference,0.98,0.4349795918367347,0.008379339892586666
a0_backbone,A0,hard_interference,1.0,0.42872000000000005,0.008527706478167368
a0_backbone,A0,id_test,0.02,1.0,0.0
a0_backbone,A0,id_test,0.04,0.9995,0.0015811388300841912
a0_backbone,A0,id_test,0.06,0.9996666666666666,0.001054092553389449
a0_backbone,A0,id_test,0.08,0.9995,0.0010540925533894375
a0_backbone,A0,id_test,0.1,0.9992000000000001,0.0013984117975602032
a0_backbone,A0,id_test,0.12000000000000001,0.9986666666666666,0.001314684396244352
a0_backbone,A0,id_test,0.13999999999999999,0.9985714285714284,0.0011664236870396227
a0_backbone,A0,id_test,0.16,0.9981250000000002,0.0010622957319984959
a0_backbone,A0,id_test,0.18,0.998,0.0012614360271056742
a0_backbone,A0,id_test,0.19999999999999998,0.9978,0.0012292725943057194
a0_backbone,A0,id_test,0.22,0.9968181818181818,0.0009819304088496735
a0_backbone,A0,id_test,0.24,0.9953333333333333,0.001427248064296134
a0_backbone,A0,id_test,0.26,0.991769230769231,0.0020846642691464473
a0_backbone,A0,id_test,0.28,0.9862857142857143,0.0014982983545287823
a0_backbone,A0,id_test,0.30000000000000004,0.977,0.0035030850600965345
a0_backbone,A0,id_test,0.32,0.9630624999999998,0.0043745039401310625
a0_backbone,A0,id_test,0.34,0.9466470588235294,0.004866933679929158
a0_backbone,A0,id_test,0.36000000000000004,0.9288888888888888,0.007947875456990681
a0_backbone,A0,id_test,0.38,0.9088421052631579,0.00819807122478879
a0_backbone,A0,id_test,0.4,0.8886999999999998,0.009065195959149347
a0_backbone,A0,id_test,0.42000000000000004,0.8691904761904761,0.0085656947312094
a0_backbone,A0,id_test,0.44,0.851090909090909,0.007974937785998197
a0_backbone,A0,id_test,0.46,0.8319999999999999,0.008652550182384694
a0_backbone,A0,id_test,0.48000000000000004,0.813375,0.00790191120029099
a0_backbone,A0,id_test,0.5,0.794,0.007786027371016768
a0_backbone,A0,id_test,0.52,0.7776923076923077,0.007946649855031665
a0_backbone,A0,id_test,0.54,0.7614814814814814,0.00906209842148274
a0_backbone,A0,id_test,0.56,0.744892857142857,0.008743397249630877
a0_backbone,A0,id_test,0.5800000000000001,0.7310689655172412,0.008059840273510966
a0_backbone,A0,id_test,0.6,0.7175333333333334,0.00797558001296517
a0_backbone,A0,id_test,0.62,0.7046129032258064,0.0093394385660914
