condition,level_pct,loss_vs_full_sidecar_pp,vs_a5_pp,loss_over_repair_ratio,below_a5
iq_zero,12.804328449806086,12.283256396244452,-7.912786803401131,2.8105118077833975,True
iq_shuffle,16.2461519045475,8.841432941503038,-4.470963348659717,2.022993811919194,True
no_side_head,7.093094315768239,17.9944905302823,-13.624020937438978,4.117289949745542,True
