regime,stratum_type,stratum,candidate,reference,reference_short,row_count,macro_f1_difference,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_seed_std,accuracy_difference,accuracy_ci95_low,accuracy_ci95_high,bootstrap_draws,bootstrap_seed,algorithm_seed_count
hard_interference,speed_kmh,0,a5_vimd_full,iqformer_inspired,IQFormer,1262,-0.032763354412367586,-0.057411206899181305,-0.008265361822251627,0.02501568888717583,-0.012995245641838349,-0.039148177496038036,0.011689778129952444,1500,20260812,10
hard_interference,speed_kmh,60,a5_vimd_full,a0_backbone,A0,1289,0.03601608133362281,0.018771631979692924,0.0518282195282498,0.018587406039685086,0.032350659425911546,0.011906516679596586,0.049961210240496504,1500,20260812,10
hard_interference,speed_kmh,60,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1289,0.04414935776686547,0.021126534480803125,0.06665485591176903,0.019486836328810077,0.07517455391776572,0.05294608223429015,0.09654965089216445,1500,20260812,10
hard_interference,speed_kmh,60,a5_vimd_full,iqformer_inspired,IQFormer,1289,-0.04297481965414091,-0.0688321543494149,-0.016768662991742556,0.03208800175387105,-0.02311869666408068,-0.05156128782001551,0.004115593483320381,1500,20260812,10
hard_interference,speed_kmh,120,a5_vimd_full,a0_backbone,A0,1196,0.04490259107392365,0.030159310117751942,0.05909606299653267,0.013446461168977644,0.0392140468227425,0.023196070234113714,0.054937290969899646,1500,20260812,10
hard_interference,speed_kmh,120,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1196,0.06241734553791952,0.04097962591902162,0.0834587409881851,0.008992232132819055,0.09598662207357861,0.07311245819397993,0.11685409698996652,1500,20260812,10
hard_interference,speed_kmh,120,a5_vimd_full,iqformer_inspired,IQFormer,1196,-0.04892320730810385,-0.0741853423075446,-0.022728480127998,0.027525396192642382,-0.028595317725752505,-0.056776755852842815,-0.0013377926421404686,1500,20260812,10
hard_interference,speed_kmh,150,a5_vimd_full,a0_backbone,A0,1253,0.04988416789605073,0.036578243243881474,0.06402219505611884,0.009796940742657738,0.050359138068635304,0.03567438148443735,0.06508579409417396,1500,20260812,10
hard_interference,speed_kmh,150,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1253,0.04634191338103415,0.025339655915277818,0.0680872605647269,0.015583834946812798,0.08715083798882683,0.06488427773343974,0.10953910614525138,1500,20260812,10
hard_interference,speed_kmh,150,a5_vimd_full,iqformer_inspired,IQFormer,1253,-0.05951821777635038,-0.08563792008437815,-0.030497524755892052,0.03179026088919576,-0.03264166001596168,-0.05949920191540304,-0.004708699122106943,1500,20260812,10
hard_interference,occupancy_quartile,"Q1 [0.000,0.000]",a5_vimd_full,a0_backbone,A0,1250,0.0364464298232217,0.02190323218763998,0.04993424699452837,0.015469082139617063,0.03296,0.018316,0.0476,1500,20260812,10
hard_interference,occupancy_quartile,"Q1 [0.000,0.000]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.06746334630990672,-0.08699316416159236,-0.04852241922089732,0.01722410249516983,-0.018479999999999996,-0.038244,8.000000000000035e-05,1500,20260812,10
hard_interference,occupancy_quartile,"Q1 [0.000,0.000]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.11111439719944134,-0.1437158059700613,-0.07718766416985784,0.04518491816724118,-0.07456000000000002,-0.10815,-0.03867000000000005,1500,20260812,10
hard_interference,occupancy_quartile,"Q2 [0.000,0.299]",a5_vimd_full,a0_backbone,A0,1250,0.03948096948976655,0.027651761471049873,0.05256959747262154,0.00877622212012072,0.03968000000000002,0.025638,0.05484199999999999,1500,20260812,10
hard_interference,occupancy_quartile,"Q2 [0.000,0.299]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,-0.009542935491947036,-0.029398161140519435,0.010830302886456589,0.014622538536787456,0.03328000000000002,0.011874000000000001,0.054602,1500,20260812,10
hard_interference,occupancy_quartile,"Q2 [0.000,0.299]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.08023773597598527,-0.10271037335187988,-0.05671644571970003,0.023227039235979678,-0.0448,-0.069848,-0.019154000000000032,1500,20260812,10
hard_interference,occupancy_quartile,"Q3 [0.299,0.559]",a5_vimd_full,a0_backbone,A0,1250,0.06285745920796697,0.0468046693710886,0.07987993179277587,0.01778880142985535,0.05639999999999999,0.037798,0.075402,1500,20260812,10
hard_interference,occupancy_quartile,"Q3 [0.299,0.559]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,0.07000639846557262,0.049501020681747936,0.09101495539666715,0.014463402584541027,0.09288,0.07111999999999999,0.11476599999999997,1500,20260812,10
hard_interference,occupancy_quartile,"Q3 [0.299,0.559]",a5_vimd_full,iqformer_inspired,IQFormer,1250,-0.028595765540258306,-0.05349994080886238,-0.0004588439923378269,0.029728018137704097,-0.011520000000000008,-0.037368,0.01656,1500,20260812,10
hard_interference,occupancy_quartile,"Q4 [0.559,1.000]",a5_vimd_full,a0_backbone,A0,1250,0.042910096447387754,0.026346750372081344,0.058806936930214986,0.014641898593825635,0.04023999999999999,0.02208,0.05820199999999998,1500,20260812,10
hard_interference,occupancy_quartile,"Q4 [0.559,1.000]",a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1250,0.20899511201329807,0.18763459767843005,0.22898221408635816,0.009722719743951395,0.22583999999999999,0.20355800000000002,0.24856799999999998,1500,20260812,10
hard_interference,occupancy_quartile,"Q4 [0.559,1.000]",a5_vimd_full,iqformer_inspired,IQFormer,1250,0.030318203781374026,0.0062605267560688314,0.05560477727675555,0.025984327045715988,0.033839999999999995,0.008674,0.05892999999999994,1500,20260812,10
unseen_jammer,jammer_family,pulse,a5_vimd_full,a0_backbone,A0,2506,0.03978913730761849,0.027425392874186074,0.053147220908337414,0.014990743708073715,0.03679169992019154,0.025914804469273744,0.04774640861931364,1500,20260812,10
unseen_jammer,jammer_family,pulse,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,2506,-0.04280571100066681,-0.055591517578091526,-0.029716224103415238,0.005344131540086474,-0.028770949720670413,-0.04146049481245012,-0.015781125299281728,1500,20260812,10
unseen_jammer,jammer_family,pulse,a5_vimd_full,iqformer_inspired,IQFormer,2506,-0.1656900042969052,-0.18169110538468974,-0.14885985344918573,0.016525184638101036,-0.1556264964086193,-0.17057162809257784,-0.13992318435754192,1500,20260812,10
unseen_jammer,jammer_family,ofdm_like,a5_vimd_full,a0_backbone,A0,2494,0.028715066739998917,0.01488290885328511,0.04230465828809349,0.017611821861239857,0.021932638331996802,0.011927626303127506,0.03245890136327185,1500,20260812,10
unseen_jammer,jammer_family,ofdm_like,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,2494,-0.047324340105821386,-0.06416371143077333,-0.030301342660042405,0.019324577482674778,-0.03973536487570168,-0.05549518845228549,-0.024317361668003214,1500,20260812,10
unseen_jammer,jammer_family,ofdm_like,a5_vimd_full,iqformer_inspired,IQFormer,2494,-0.1402655588734341,-0.15695391967318803,-0.12323345190396354,0.019244699034250395,-0.141018444266239,-0.15551423416198876,-0.12586006415396953,1500,20260812,10
unseen_jammer,target_profile_index,0,a5_vimd_full,a0_backbone,A0,1697,0.031423747418107106,0.017857662593618272,0.045189227571608086,0.016826936137378446,0.028344136711844443,0.016971125515615793,0.040662934590453725,1500,20260812,10
unseen_jammer,target_profile_index,0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1697,-0.03832129849237039,-0.05409876702690724,-0.019659147776062612,0.012401247290104361,-0.02987625220978197,-0.04514731879787861,-0.012402769593400125,1500,20260812,10
unseen_jammer,target_profile_index,0,a5_vimd_full,iqformer_inspired,IQFormer,1697,-0.16356088309924222,-0.17962859788410573,-0.1471201298741513,0.012612817564568954,-0.15904537418974662,-0.17492781378903946,-0.14283441367118446,1500,20260812,10
unseen_jammer,target_profile_index,2,a5_vimd_full,a0_backbone,A0,1711,0.04009942850975231,0.02580554157072932,0.053207534283939796,0.015965349652027783,0.030742255990648736,0.01934541203974284,0.04266510812390415,1500,20260812,10
unseen_jammer,target_profile_index,2,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1711,-0.03352340808429776,-0.050208784340481025,-0.018139117685061816,0.010470525398351235,-0.02548217416715372,-0.041791350087668024,-0.010578609000584455,1500,20260812,10
unseen_jammer,target_profile_index,2,a5_vimd_full,iqformer_inspired,IQFormer,1711,-0.15149075507497148,-0.17007598676264535,-0.13217354225159578,0.018532592163856394,-0.14810052600818233,-0.16528930450029222,-0.131385154880187,1500,20260812,10
unseen_jammer,target_profile_index,3,a5_vimd_full,a0_backbone,A0,1592,0.03546143354803376,0.02109769304057543,0.05064605419864491,0.017959957125678633,0.02902010050251258,0.015796168341708543,0.04255810301507537,1500,20260812,10
unseen_jammer,target_profile_index,3,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1592,-0.05259974668773513,-0.07045894448806361,-0.03382669196855139,0.013394607225893909,-0.04830402010050251,-0.06570665829145729,-0.03001884422110556,1500,20260812,10
unseen_jammer,target_profile_index,3,a5_vimd_full,iqformer_inspired,IQFormer,1592,-0.13823837227142416,-0.1584765868181879,-0.11903370991113293,0.01982492543950496,-0.13718592964824122,-0.15600031407035175,-0.11827575376884422,1500,20260812,10
unseen_jammer,speed_kmh,0,a5_vimd_full,a0_backbone,A0,1201,0.02688282193683249,0.011730020447595935,0.04274139159143885,0.016171904913732556,0.02173189009159034,0.007493755203996671,0.03618026644462947,1500,20260812,10
unseen_jammer,speed_kmh,0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1201,-0.06673988971528262,-0.0870516161774551,-0.04578197139810211,0.017235095241815834,-0.06003330557868443,-0.079477518734388,-0.038875936719400546,1500,20260812,10
unseen_jammer,speed_kmh,0,a5_vimd_full,iqformer_inspired,IQFormer,1201,-0.15061269675799596,-0.1703446512021917,-0.13061802516096852,0.01584022365098148,-0.1513738551207327,-0.17048501248959202,-0.1310970024979184,1500,20260812,10
unseen_jammer,speed_kmh,60,a5_vimd_full,a0_backbone,A0,1278,0.04225879105020264,0.027602249569632822,0.05728843068521619,0.014611213257578463,0.0348982785602504,0.02186815336463224,0.04741784037558686,1500,20260812,10
unseen_jammer,speed_kmh,60,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1278,-0.03718654683897004,-0.056282269903199386,-0.018575098934438605,0.012174269864761791,-0.028951486697965562,-0.04875586854460094,-0.010514475743349037,1500,20260812,10
unseen_jammer,speed_kmh,60,a5_vimd_full,iqformer_inspired,IQFormer,1278,-0.15515775749046612,-0.17555479345819294,-0.1345808125793477,0.015986322560370424,-0.14992175273865416,-0.16960289514866977,-0.131216744913928,1500,20260812,10
