regime,axis,level_db,model,model_short,row_count,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std
unseen_speed,sir_db,5.0,mcldnn_reimplementation,MCLDNN,1014,0.6292038106134685,0.012404859854699446,0.6401380670611438,0.007327828366291665
unseen_speed,sir_db,5.0,iqformer_inspired,IQFormer,1014,0.6600352085820035,0.013697412812632686,0.6653846153846154,0.011604254320438968
unseen_speed,sir_db,10.0,a0_backbone,A0,976,0.4823496047946631,0.006549175475046969,0.4948770491803279,0.005464480874316934
unseen_speed,sir_db,10.0,a5_vimd_full,A5-VIMD,976,0.5231149689529486,0.0068989695902304795,0.5315573770491803,0.005931227690189178
unseen_speed,sir_db,10.0,cssl_amc_supervised_adaptation,CSSL,976,0.5773439141979926,0.014664320832036767,0.5796106557377049,0.012879351494339615
unseen_speed,sir_db,10.0,mcldnn_reimplementation,MCLDNN,976,0.6539497654718119,0.013816687835985214,0.6707991803278689,0.010325849290789583
unseen_speed,sir_db,10.0,iqformer_inspired,IQFormer,976,0.6947954449356353,0.01682627647132879,0.7033811475409836,0.013326238398310564
heldout_channel,snr_db,-10.0,a0_backbone,A0,621,0.19761163121421188,0.010157614908710828,0.20209339774557167,0.010304000977161816
heldout_channel,snr_db,-10.0,a5_vimd_full,A5-VIMD,621,0.20749210606222707,0.011038750404290977,0.21175523349436393,0.01164305526757051
heldout_channel,snr_db,-10.0,cssl_amc_supervised_adaptation,CSSL,621,0.15151788671998254,0.010245505685479654,0.15072463768115943,0.00930330178992734
heldout_channel,snr_db,-10.0,mcldnn_reimplementation,MCLDNN,621,0.21285853231734359,0.014198922012290583,0.2167471819645733,0.015980928881097922
heldout_channel,snr_db,-10.0,iqformer_inspired,IQFormer,621,0.22573391566315743,0.01455958390225432,0.2391304347826087,0.012363169947698354
heldout_channel,snr_db,-6.0,a0_backbone,A0,658,0.28830850440050393,0.0158043724481516,0.3034954407294833,0.01684806571661469
heldout_channel,snr_db,-6.0,a5_vimd_full,A5-VIMD,658,0.29632776586381754,0.01650455154052115,0.3109422492401216,0.017330855778507306
heldout_channel,snr_db,-6.0,cssl_amc_supervised_adaptation,CSSL,658,0.2240745068063338,0.014778866258166877,0.2308510638297872,0.014829206848691871
heldout_channel,snr_db,-6.0,mcldnn_reimplementation,MCLDNN,658,0.36842370467528146,0.01211990030538367,0.3805471124620061,0.013445053209753704
heldout_channel,snr_db,-6.0,iqformer_inspired,IQFormer,658,0.37859323702404113,0.019136283361738903,0.3925531914893617,0.01756398874928405
heldout_channel,snr_db,-2.0,a0_backbone,A0,608,0.4210599273483956,0.012789050103893425,0.44358552631578946,0.013407940289393426
heldout_channel,snr_db,-2.0,a5_vimd_full,A5-VIMD,608,0.48486882822065364,0.012095548954011071,0.5047697368421052,0.013122439438631815
heldout_channel,snr_db,-2.0,cssl_amc_supervised_adaptation,CSSL,608,0.4033274014086611,0.013935452385797572,0.4128289473684211,0.012669100886284368
heldout_channel,snr_db,-2.0,mcldnn_reimplementation,MCLDNN,608,0.555221238453941,0.01418286741587801,0.5684210526315788,0.013633579861727686
heldout_channel,snr_db,-2.0,iqformer_inspired,IQFormer,608,0.5886136904513788,0.019547072224258815,0.5975328947368421,0.016952229572786512
heldout_channel,snr_db,2.0,a0_backbone,A0,637,0.5170568471772246,0.009572261821100924,0.5378335949764521,0.0103393733418972
heldout_channel,snr_db,2.0,a5_vimd_full,A5-VIMD,637,0.5603634680701663,0.01098454936616049,0.5726844583987442,0.010141497892517528
heldout_channel,snr_db,2.0,cssl_amc_supervised_adaptation,CSSL,637,0.5305514784255526,0.012229205654068499,0.5368916797488226,0.013963018382131145
heldout_channel,snr_db,2.0,mcldnn_reimplementation,MCLDNN,637,0.6449713785081276,0.012399962832561291,0.6543171114599686,0.008718645986251597
heldout_channel,snr_db,2.0,iqformer_inspired,IQFormer,637,0.6599854054169758,0.009661510412051204,0.665934065934066,0.010642154950401796
heldout_channel,snr_db,6.0,a0_backbone,A0,632,0.563600163716118,0.020363171781308843,0.5704113924050633,0.01768647957500763
heldout_channel,snr_db,6.0,a5_vimd_full,A5-VIMD,632,0.6012177121841416,0.009850892179672043,0.6068037974683544,0.010607692701011997
